belongs_to_collection;genres;id;imdb_id;original_title;overview;poster_path;release_date;runtime;tagline;title;video;vote_average
;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}];801;tt0093105;Good Morning, Vietnam;Radio funny man Adrian Cronauer is sent to Vietnam to bring a little comedy back into the lives of the soldiers. After setting up shop, Cronauer delights the G.I.s but shocks his superior officer, Sergeant Major Dickerson, with his irreverent take on the war. While Dickerson attempts to censor Cronauer's broadcasts, Cronauer pursues a relationship with a Vietnamese girl named Trinh, who shows him the horrors of war first-hand.;/62Ve2yREvobU0qo4DxdSrShh1YO.jpg;23/12/1987;121.0;Time to rock it from the Delta to the DMZ!;Good Morning, Vietnam;False;7.1
;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];802;tt0056193;Lolita;Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.;/heRYtNrkHLj3Lwghr2jPBX7Yc29.jpg;13/06/1962;153.0;How did they ever make a movie of ...;Lolita;False;7.3
;[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}, {'id': 10752, 'name': 'War'}];803;tt0048434;Nuit et brouillard;The documentary film from French director Resnais set ten years after the Second World War depicts the problems of Auschwitz with shocking images from the concentration camps.;/2iWYQia8enOai7QEO3TvenleD7r.jpg;01/01/1955;32.0;;Night and Fog;False;8.3
;[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];804;tt0046250;Roman Holiday;Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.;/A0JKLHc5rS3uztYl9GDOMwXl1d3.jpg;02/09/1953;119.0;Romance in romantic Rome!;Roman Holiday;False;7.8
"{'id': 264338, 'name': ""Rosemary's Baby Collection"", 'poster_path': '/yP9DnKsSGcEuHJktQYotND6dsgJ.jpg', 'backdrop_path': '/36RmiFNEbyfTOF3GG17rOyv4XGD.jpg'}";[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}];805;tt0063522;Rosemary's Baby;A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.;/kqA1pt9ovovArgJZi2Lu4Unf6He.jpg;12/06/1968;136.0;Pray for Rosemary's Baby;Rosemary's Baby;False;7.5
;[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}];806;tt0466909;The Omen;A diplomatic couple adopts the son of the devil without knowing it. A remake of the classic horror film of the same name from 1976.;/kqKHg1qXuaIOhnKmPEF1GLzGrOY.jpg;06/06/2006;110.0;A new generation of terror;The Omen;False;5.3
;[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}];807;tt0114369;Se7en;"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.";/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg;22/09/1995;127.0;Seven deadly sins. Seven ways to die.;Se7en;False;8.1
{'id': 2150, 'name': 'Shrek Collection', 'poster_path': '/56gaQEeucYNyDZyfbwLs7nXPSKU.jpg', 'backdrop_path': '/gMWrKQjoTIpYjhc8SxZF20EDIES.jpg'};[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}];808;tt0126029;Shrek;It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.;/140ewbWv8qHStD3mlBDvvGd0Zvu.jpg;16/05/2001;90.0;The greatest fairy tale never told.;Shrek;False;7.3
{'id': 2150, 'name': 'Shrek Collection', 'poster_path': '/56gaQEeucYNyDZyfbwLs7nXPSKU.jpg', 'backdrop_path': '/gMWrKQjoTIpYjhc8SxZF20EDIES.jpg'};[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}];809;tt0298148;Shrek 2;Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.;/akWDA0BMVYK4OTM92T5i91DYnsT.jpg;19/05/2004;93.0;Once upon another time...;Shrek 2;False;6.7
{'id': 2150, 'name': 'Shrek Collection', 'poster_path': '/56gaQEeucYNyDZyfbwLs7nXPSKU.jpg', 'backdrop_path': '/gMWrKQjoTIpYjhc8SxZF20EDIES.jpg'};[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];810;tt0413267;Shrek the Third;"The King of Far Far Away has died and Shrek and Fiona are to become King &amp; Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.";/lA17Mlz8hXVZsW5Y3WuUa8KPilQ.jpg;17/05/2007;93.0;Who's ready for Thirds?;Shrek the Third;False;6.0
;[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}];811;tt0067756;Silent Running;In a future Earth barren of all flora and fauna, the planet's ecosystems exist only in large pods attached to spacecraft. When word comes in that the pods are to be jettisoned into space and destroyed so that the spacecraft can be reused for commercial purposes, most of the crew of the Valley Forge rejoice at the prospect of going home. Not so for botanist Freeman Lowell who loves the forest and its creatures, so decides to take matters into his own hands to protect what he loves.;/kyEljmcf7YYmp85BdZffqiuRLfV.jpg;09/03/1972;89.0;Amazing companions on an incredible journey...that journeys beyond imagination!;Silent Running;False;6.2
{'id': 86027, 'name': 'Aladdin Collection', 'poster_path': '/enl57YvMhTAdic6El5rfZppyzq2.jpg', 'backdrop_path': '/naeLgo2bt4WKfHF4BTrG6mkmjiY.jpg'};[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}];812;tt0103639;Aladdin;Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.;/7f53XAE4nPiGe9XprpGAeWHuKPw.jpg;25/11/1992;90.0;Wish granted!;Aladdin;False;7.4
{'id': 91663, 'name': 'Airplane Collection', 'poster_path': '/u8IXYbpoRcKMlnhUvND0NB8HsAM.jpg', 'backdrop_path': '/w7bNIqVMZaaWf1LnMIZ1HywXbP8.jpg'};[{'id': 35, 'name': 'Comedy'}];813;tt0080339;Airplane!;Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.;/b4sAWNIbfXw4WTdc1wiVRBk2Vko.jpg;02/07/1980;88.0;What's slower than a speeding bullet, and able to hit tall buildings at a single bound?;Airplane!;False;7.1
;[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}];814;tt0082010;An American Werewolf in London;Two American tourists in England are attacked by a werewolf that none of the locals will admit exists.;/r5CbVhy3vO6SqdOTwinZVtaRbhb.jpg;21/08/1981;97.0;Beware the Moon.;An American Werewolf in London;False;7.2
{'id': 1006, 'name': 'Austin Powers Collection', 'poster_path': '/9fg3fFqjr2ofmgjyWKfKgv6ZLu0.jpg', 'backdrop_path': '/3QJMI8nqQcwU5JBPy26m8TUXtTN.jpg'};[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];816;tt0118655;Austin Powers: International Man of Mystery;As a swingin' fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy, baby! But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.;/1Ly0MRK2Na0aRpy2bD6GBRP3Rzx.jpg;02/05/1997;94.0;If he were any cooler, he'd still be frozen, baby!;Austin Powers: International Man of Mystery;False;6.5
{'id': 1006, 'name': 'Austin Powers Collection', 'poster_path': '/9fg3fFqjr2ofmgjyWKfKgv6ZLu0.jpg', 'backdrop_path': '/3QJMI8nqQcwU5JBPy26m8TUXtTN.jpg'};[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}];817;tt0145660;Austin Powers: The Spy Who Shagged Me;When diabolical genius, Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo’, Austin must return to the swingin' '60s himself – with the help of American agent, Felicity Shagwell – to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions and saves the world in his own unbelievably groovy way.;/yhg0l1Ddd2thQOSUUQx9jBrGI12.jpg;08/06/1999;95.0;I'm back, baby!;Austin Powers: The Spy Who Shagged Me;False;6.1
{'id': 1006, 'name': 'Austin Powers Collection', 'poster_path': '/9fg3fFqjr2ofmgjyWKfKgv6ZLu0.jpg', 'backdrop_path': '/3QJMI8nqQcwU5JBPy26m8TUXtTN.jpg'};[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}];818;tt0295178;Austin Powers in Goldmember;The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe -- '70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.;/tFR7dTbX5BsmoUwKHfa2cWoZbwK.jpg;26/07/2002;94.0;He's still evil... He's still deadly... and he's still surrounded by frickin' idiots!;Austin Powers in Goldmember;False;5.9
;[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];819;tt0117665;Sleepers;Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes. A moving drama from director Barry Levinson.;/cDqEv4Fw4JZh2zCfecqw3z09L8z.jpg;18/10/1996;147.0;When friendship runs deeper than blood.;Sleepers;False;7.3
;[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}];820;tt0102138;JFK;New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.;/9bmXpKDJv2kdtD4QNexErjGTIOz.jpg;20/12/1991;189.0;The story that won’t go away.;JFK;False;7.5
;[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}];821;tt0055031;Judgment at Nuremberg;In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.;/iu7VMhBma5S94M3wh0fR8cmwgUf.jpg;01/12/1961;186.0;The event the world will never forget;Judgment at Nuremberg;False;7.6
;[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}];822;tt0051792;জলসাঘর;A wealthy landlord who lives a decadent life with his wife and son. His passion - his wife would call it his addiction - is music, and he spends a great deal of his fortune on concerts held for the locals in his magnificent music room. He feels threatened by his neighbour, a commoner who has attained riches through business dealings. His passion for music and quest for social respect are his undoing, as he sacrifices his family and wealth trying to retain it.;/aiTN7DL3vJYr3X26sXM0wNxYIQ7.jpg;10/10/1958;100.0;;The Music Room;False;7.7
;[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}];823;tt0193253;人狼;A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.;/dNW6aaQAQ6C8LNY1dVmsI5rqrzT.jpg;17/11/1999;102.0;;Jin-Roh: The Wolf Brigade;False;7.4
;[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}];824;tt0203009;Moulin Rouge!;A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.;/xhuQz2yKPlWvMvvnf2u9RVkAQx6.jpg;09/03/2001;127.0;No Laws. No Limits. One Rule. Never Fall In Love.;Moulin Rouge!;False;7.4
;[{'id': 18, 'name': 'Drama'}];825;tt0145734;Playing by Heart;Eleven articulate people work through affairs of the heart in L.A. Paul produces Hannah's TV cooking show. Mark is dying of AIDS. Men have scalded Meredith so she rebuffs Trent's charm, but he persists. The trendy, prolix Joan tries to pull the solitary Keenan into her orbit. An adulterous couple meet at hotels for evening sex. Hugh tells tall tales, usually tragic, to women in bars.;/2j4ABlRueaSI7fWBcl9vAiFPHQD.jpg;30/12/1998;121.0;If romance is a mystery, there's only one way to figure it out.;Playing by Heart;False;6.6
;[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}];826;tt0050212;The Bridge on the River Kwai;The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.;/vtPR6tSHeu35rF6qTDw3Yjr9eDg.jpg;02/10/1957;161.0;It spans a whole new world of entertainment!;The Bridge on the River Kwai;False;7.7
;[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}];827;tt0046911;Les diaboliques;In this classic of French suspense, the cruel and abusive headmaster of a boarding school, Michel Delassalle, becomes the target of a murder plot hatched by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women, brought together by their mutual hatred for the man, pull off the crime but become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.;/mNaL2CFsABXJKmnst1V2X2Or3Go.jpg;29/01/1955;116.0;See it, be amazed at it, but... BE QUIET ABOUT IT!;Diabolique;False;7.9
;[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}];828;tt0043456;The Day the Earth Stood Still;An alien and a robot land on earth after World War II and tell mankind to be peaceful or face destruction. A classic science fiction film from Robert Wise with an exceptional message.;/tyujnQl6topN3O9lPnGMpzGsYQM.jpg;17/09/1951;92.0;From out of space... A warning and an ultimatum;The Day the Earth Stood Still;False;7.3
{'id': 359005, 'name': 'The Jake Gittes Collection', 'poster_path': '/bv2if3JS0E5IScbkrNJMmiJtcPF.jpg', 'backdrop_path': '/mPf6vo6hAzftf8qRS4qbwRVBBkJ.jpg'};[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}];829;tt0071315;Chinatown;Private eye Jake Gittes lives off the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.;/iIHO6FzF6lL4mA90rrmk3Y705XS.jpg;20/06/1974;130.0;You get tough. You get tender. You get close to each other. Maybe you even get close to the truth.;Chinatown;False;7.9
;[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}];830;tt0049223;Forbidden Planet;Captain Adams and the crew of the Starship C57D fly towards planet Altair 4 in search for the Bellerphon spaceship that has been missing for twenty years. To their surprise they are already being expected. A classic science fiction film from 1957 starring Leslie Nielsen.;/qdH1Fm5vl1DAjXNHPmRZ4yEiUgM.jpg;15/03/1956;98.0;Earthmen on a fabulous, peril-journey into outer space!;Forbidden Planet;False;7.2
;[{'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}];831;tt0047577;This Island Earth;Aliens have landed and are hiding on Earth, but need Earth’s scientists to help them fight an inter-planetary war.;/dNNZSjrWWwgllcYtQCeo0M5FPdp.jpg;01/06/1955;87.0;;This Island Earth;False;5.6
;[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}];832;tt0022100;M;In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.;/AqE126KXLcT3wwmeM3HtlKqyGze.jpg;11/05/1931;117.0;;M;False;8.0
;[{'id': 18, 'name': 'Drama'}];833;tt0045274;Umberto D.;Umberto Domenico Ferrari, an elderly and retired civil servant, is desperately trying to maintain a decent standard of living on a rapidly dwindling state pension. But he's up against his tyrannical landlady, who keeps demanding rent that he can't pay (while renting his room out to prostitutes during the day), and his only friends are the pregnant housemaid and his little dog Flike.;/zwslsX98Hp4GyJGoVI4mZMU9mDO.jpg;20/01/1952;89.0;;Umberto D.;False;8.0
{'id': 2326, 'name': 'Underworld Collection', 'poster_path': '/aK8qq0X0pZbf5ncE3JLQ27hdC4F.jpg', 'backdrop_path': '/2gSaXagD9ZCuBHOsXF4tvtW7Djd.jpg'};[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}];834;tt0401855;Underworld: Evolution;As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.;/fogihlu39MuYgL6pKObI4SQWPOY.jpg;12/01/2006;106.0;My God. Brother, what have you done?;Underworld: Evolution;False;6.4
;[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}];836;tt0057654;Vidas secas;'Vidas secas' tells in vivid images the almost documentary like story of a drover and his family in the northern interior states of Brazil during the drought. A family in the search of a new hope and destiny.;/uBxO2nEQaQ9vtyzW4iMZRRb4Bux.jpg;22/08/1963;115.0;;Barren Lives;False;6.4
;[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}];837;tt0086541;Videodrome;A sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a very unusual fashion when he acquires a new kind of programming for his station.;/fl09Ai2lKPau49MdLp0pOc5rYlP.jpg;04/02/1983;87.0;First it controls your mind. Then it destroys your body.;Videodrome;False;7.1
{'id': 124950, 'name': 'American Graffiti Collection', 'poster_path': '/nXbscwjttQTQ5OWskK7TSi5CSpH.jpg', 'backdrop_path': '/fkQH8aHqLpdDYXyCXdqRgYOhsoN.jpg'};[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}];838;tt0069704;American Graffiti;A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.;/xq8MFYQ6MLZ65mFpweqV6mCs39k.jpg;01/08/1973;110.0;Where were you in '62?;American Graffiti;False;6.9
;[{'id': 10770, 'name': 'TV Movie'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}];839;tt0067023;Duel;Travelling businessman, David Mann, angers the driver of a rusty tanker whilst crossing the Californian desert. A simple trip turns deadly as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.;/7VZVdqGMYs3swjVbKp4Bhf8Xfne.jpg;01/10/1972;74.0;Fear is the driving force.;Duel;False;7.2
;[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}];840;tt0075860;Close Encounters of the Third Kind;After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.;/mABOVIUl5lB0WF4HG28rfamgxG1.jpg;16/11/1977;135.0;We are not alone.;Close Encounters of the Third Kind;False;7.2
;[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}];841;tt0087182;Dune;In the year 10,191, the world is at war for control of the desert planet Dune – the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.;/ngUaHgSZGkKy1Izwjk7qwZLOC5A.jpg;14/12/1984;137.0;A world beyond your experience, beyond your imagination.;Dune;False;6.5
;[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}];842;tt0364961;The Assassination of Richard Nixon;It’s 1974 and Sam Bicke has lost everything. His wife leaves him with his three kids, his boss fires him, his brother turns away from him, and the bank won’t give him any money to start anew. He tries to find someone to blame for his misfortunes and comes up with the President of the United States who he plans to murder.;/9rg0vX1SkJ2rgBMtWEBVNkTdPjX.jpg;17/05/2004;95.0;The mad story of a true man.;The Assassination of Richard Nixon;False;6.4
"{'id': 287016, 'name': ""Wong Kar-Wai's Informal Collection"", 'poster_path': '/fcGKAq9R8fjvXBhVhEds7SRDiWS.jpg', 'backdrop_path': None}";[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];843;tt0118694;花樣年華;A melancholy story about the love between a woman and a man who live in the same building and one day find out that their husband and wife had an affair with each other. More and more the two meet during their daily lives as they determine that they both don’t want to be lonely in their marriage.;/unOW3SxFxBdd7LMWjmRONdHWKPb.jpg;22/05/2000;98.0;Feel the heat, keep the feeling burning, let the sensation explode.;In the Mood for Love;False;7.8
"{'id': 287016, 'name': ""Wong Kar-Wai's Informal Collection"", 'poster_path': '/fcGKAq9R8fjvXBhVhEds7SRDiWS.jpg', 'backdrop_path': None}";[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}];844;tt0212712;2046;2046 is the sequel to Wong Kar-Wais’ successful box-office hit In The Mood For Love. A film about affairs, ending relationships, and a shared love for Kung-Fu novels as the main character, Chow, writes his own novel and reflects back on his favorite love Su.;/orslhtqVBbI1n7RECP7Fkhuodph.jpg;20/05/2004;129.0;Are you still in the mood for love?;2046;False;6.9
;[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];845;tt0044079;Strangers on a Train;A psychotic socialite confronts a pro tennis star with a theory on how two complete strangers can get away with murder...a theory that he plans to implement.;/akslUekHOWvE0UFBVb4GRkxRRoi.jpg;18/06/1951;101.0;It starts with a shriek of a train whistle...and ends with shrieking excitement.;Strangers on a Train;False;7.6
{'id': 19387, 'name': 'The X-Files Collection', 'poster_path': '/uqvuUgReZ5Y5C7S7axeRxE8zSM1.jpg', 'backdrop_path': '/22p3xTTuXc9FEnzyGlfB9KBtR4Y.jpg'};[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}];846;tt0120902;The X Files;Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.;/l3umPrC6vEOhv3yabewqLcRFTLO.jpg;19/06/1998;121.0;Fight the Future;The X Files;False;6.6
;[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}];847;tt0096446;Willow;Fearful of a prophecy stating that a girl child will be born to bring about her downfall, the evil Queen Bavmorda imprisons all pregnant women within the formidable stronghold of Nockmaar. A child, Elora Danan, is born in the Nockmaar dungeons and identified as the prophesied child by a birthmark on her arm. However, before the black sorceress arrives to claim the child, Elora's mother convinces her reluctant midwife to escape with the baby. Willow, a timid farmer and aspiring sorcerer, is entrusted with delivering the royal infant from evil.;/uxB76XmAMEFeeaRqsPAVumn6rTE.jpg;01/05/1988;126.0;Adventure doesn't come any bigger than this.;Willow;False;6.9
;[{'id': 14, 'name': 'Fantasy'}];848;tt0082288;Dragonslayer;The sorcerer and his apprentice Galen are on a mission to kill an evil dragon in order to save the King’s daughter from being sacrificed in accordance to a pact that the King himself made with the dragon to protect his kingdom. A fantasy film from Disney Studios that exhausted all possible visual effects of the time.;/tceaiNtwktGKzw4AIrZ2Hz6iK9u.jpg;26/06/1981;108.0;In the Dark Ages, Magic was a weapon. Love was a mystery. Adventure was everywhere... And Dragons were real.;Dragonslayer;False;6.5
;[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}];849;tt0085811;Krull;A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.;/xini4pJHApNdYO1go39BmIvBdLT.jpg;29/07/1983;117.0;A world light-years beyond your imagination.;Krull;False;5.8
{'id': 201873, 'name': 'A Christmas Story Collection', 'poster_path': '/qjHPRBBiluOwJZp7AcMtrs0dNPr.jpg', 'backdrop_path': '/sDJLWSHdsORRGMEii0SWvm7DMwN.jpg'};[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];850;tt0085334;A Christmas Story;The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.;/1dSFarRSXwMjFODxPTwyaiNZotF.jpg;18/11/1983;94.0;Peace, Harmony, Comfort and Joy... Maybe Next Year.;A Christmas Story;False;7.4
;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];851;tt0037558;Brief Encounter;Returning home from a shopping trip to a nearby town, bored suburban housewife Laura Jesson is thrown by happenstance into an acquaintance with virtuous doctor Alec Harvey. Their casual friendship soon develops during their weekly visits into something more emotionally fulfilling than either expected, and they must wrestle with the potential havoc their deepening relationship would have on their lives and the lives of those they love.;/yEnLvpbX5c3cUsBqXBufoOzjO00.jpg;24/11/1945;86.0;A story of the most precious moments in woman's life!;Brief Encounter;False;7.6
;[{'id': 10752, 'name': 'War'}];853;tt0215750;Enemy at the Gates;Enemy at the Gates is a war film from Jean-Jacques Annaud from 2001 that takes place during the battle of Stalingard in World War II between the Russians and the Germans.;/dOWSbEn3ucyoiBE9IgFWAo1O7Sg.jpg;13/03/2001;131.0;Some Men Are Born To Be Heroes.;Enemy at the Gates;False;7.2
